"feature_id","surface","source","route_or_entry","feature","user_story","expected_behavior","status","discovery_evidence","test_type","test_status","error_ids","fix_status","retest_status","owner_skill","last_updated","notes"
"API-PUSH-002","server","apps/server/src/routes/push.ts","/api/push/subscribe /api/push/register","Push subscription and device registration","As a web or mobile user, I want push subscription/register endpoints so notifications can be delivered to my browser or device.","Subscribe uses soft session handling; register requires strict session and supports /api/v1 through apiVersionRewrite.","tested_passed","createPushRouter subscribe and register routes","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-003","server","apps/server/src/routes/push.ts","/api/push/unsubscribe /api/push/unregister","Push unsubscribe and unregister","As a user, I want to remove browser or native push targets so old endpoints stop receiving notifications.","Unsubscribe uses soft session; unregister requires session and accepts web endpoint or native token payloads.","tested_passed","createPushRouter unsubscribe and unregister routes","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-PUSH-004","server","apps/server/src/routes/push.ts","/api/push/send /api/push/test","Push delivery and test send","As an operator or user, I want internal push fan-out and a user-scoped test send so notification delivery can be verified safely.","Send requires internal IP and API secret; test requires session and a per-user 1 per 5s rate limit.","tested_passed","createPushRouter send and test routes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-STATUS-001","server","apps/server/src/routes/status.ts","/api/status","Public status API","As a visitor or status page, I want public status JSON so the frontend can show component health without auth.","GET /api/status uses createStatusHandler(pool).","tested_passed","createStatusRouter GET /api/status","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-WAITLIST-001","server","apps/server/src/routes/waitlist.ts","/api/v1/waitlist /api/waitlist","Pricing waitlist signup","As a pricing visitor, I want to join the waitlist through either current or legacy API path so signups are not lost.","Waitlist POST routes share the same handler and rate limit at 10 per hour.","tested_passed","createWaitlistRouter waitlist aliases","contract","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-VOICE-001","server","apps/server/src/routes/transcribe.ts","/api/transcribe","Voice transcription","As a user recording voice input, I want audio transcription through the server so voice can become text in app workflows.","POST /api/transcribe is registered as the transcribe route and handled by the transcribe module.","tested_passed","createTranscribeRouter POST /api/transcribe","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-LOOKUP-001","server","apps/server/src/routes/barcode.ts","/api/barcode","Barcode lookup","As a nutrition user, I want barcode lookup so scanned products can resolve to usable food data.","GET /api/barcode calls the barcode handler with route-level cache/rate-limit behavior.","tested_passed","createBarcodeRouter GET /api/barcode","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-LOOKUP-002","server","apps/server/src/routes/food-search.ts","/api/food-search","Food search","As a nutrition user, I want food search so typed food names can resolve to nutrition database items.","GET /api/food-search calls the food search handler with cache-aware upstream lookup.","tested_passed","createFoodSearchRouter GET /api/food-search","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by cross-domain-routes.contract.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/cross-domain-routes.contract.test.ts src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-COACH-001","server","apps/server/src/routes/coach.ts","/api/coach/memory /api/coach/insight","Coach memory and insight","As a user, I want coach memory and generated insight endpoints so coaching can remember context and produce advice under AI quota guards.","GET/POST memory require session; POST insight requires session, Anthropic key, and AI quota.","retested_passed","createCoachRouter memory and insight routes","integration","failed","ERR-SERVER-COACH-ROUTE-TIMEOUT-20260629","fixed","passed","sergeant-server-api","2026-06-29","Fixed route-test harness timeout and retested 9 passed"
"API-MEMORY-001","server","apps/server/src/routes/ai-memory.ts","/api/ai-memory/ingest /api/ai-memory/recall /api/ai-memory/event-sync","AI memory service","As a pro user, I want AI memory ingest/recall/event sync so assistant context can persist across sessions within plan limits.","AI memory routes require session and pro plan before calling ingest, recall, or event-sync handlers.","tested_passed","createAiMemoryRouter public AI memory routes","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-OBS-001","server","apps/server/src/routes/web-vitals.ts","/api/metrics/web-vitals","Web vitals ingest","As the app, I want web vitals metrics accepted by the server so frontend performance can be observed.","POST /api/metrics/web-vitals is registered through createWebVitalsRouter.","tested_passed","createWebVitalsRouter POST /api/metrics/web-vitals","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by apiV1.test.ts in combined server batch: pnpm --filter @sergeant/server test src/routes/finyk.route.test.ts src/routes/apiV1.test.ts."
"API-OBS-002","server","apps/server/src/routes/csp-report.ts","/api/csp-report","CSP violation reporting","As the app, I want CSP reports accepted so browser security violations can be observed and triaged.","POST /api/csp-report is registered through createCspReportRouter.","tested_passed","createCspReportRouter POST /api/csp-report","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-EMAIL-001","server","apps/server/src/routes/email-unsubscribe.ts","/api/email/unsubscribe","Email unsubscribe","As an email recipient, I want unsubscribe links to work without app sign-in so I can opt out from drip mail.","GET /api/email/unsubscribe is registered with pool-backed unsubscribe handling.","tested_passed","createEmailUnsubscribeRouter GET /api/email/unsubscribe","integration","passed","","not_started","not_started","sergeant-server-api","2026-06-29","Covered by server batch 2026-06-29"
"API-DIGEST-001","server","apps/server/src/routes/weekly-digest.ts","/api/weekly-digest","Weekly digest generation","As a user, I want weekly digest generation so the app can summarize my week across modules.","POST /api/weekly-digest is registered through createWeeklyDigestRouter.","retested_passed","createWeeklyDigestRouter POST /api/weekly-digest","integration","failed","ERR-SERVER-DIGEST-ROUTE-TIMEOUT-20260629","fixed","passed","sergeant-server-api","2026-06-29","Fixed route-test harness timeout and retested in server batch"
"WEB-FINYK-009","web","apps/web/src/modules/finyk/FinykApp.tsx","finyk:cross-module-meal-prompt","Finance to nutrition meal prompt","As a finance user logging cafe or food spend, I want a prompt to add the related meal so expense logging can flow into nutrition tracking.","After saving a manual expense with cafe or food category, Finyk shows a cross-module prompt that opens Nutrition add meal.","tested_passed","FinykApp handlePostSavePrompt and openHubModuleWithAction nutrition add_meal","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"WEB-FINYK-010","web","apps/web/src/modules/finyk/FinykApp.tsx","finyk:pwa-add-expense","Finyk PWA add expense action","As a PWA user, I want the add_expense shortcut to open the transactions page and expense sheet with preset prefill.","When pwaAction is add_expense, Finyk consumes preset prefill, navigates to transactions, opens ManualExpenseSheet, then marks the PWA action consumed.","tested_passed","FinykApp pwaAction effect","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"WEB-FINYK-011","web","apps/web/src/modules/finyk/FinykApp.tsx","finyk:sync-import","Finyk sync import from URL","As a finance user following a sync link, I want Finyk to load settings from URL sync data and show success or failure feedback.","On mount, Finyk detects sync= in location.search, calls storage.loadFromUrl, and shows success or error toast.","tested_passed","FinykApp mount-only URL sync effect","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"MOB-FINYK-006","mobile","apps/mobile/src/modules/finyk/components/ManualExpenseSheet.tsx","finyk-mobile:manual-expense-sheet","Mobile manual expense sheet","As a mobile finance user, I want a native manual expense sheet so I can add or edit expenses without relying on bank imports.","ManualExpenseSheet is the native Finyk sheet for manual expense entry and has focused tests.","tested_passed","apps/mobile/src/modules/finyk/components/ManualExpenseSheet.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by Finyk mobile batch 2026-06-29"
"MOB-FINYK-007","mobile","apps/mobile/src/modules/finyk/components/CategoryPickerSheet.tsx","finyk-mobile:category-picker","Mobile transaction category picker","As a mobile finance user, I want a category picker sheet so I can classify transactions and expenses quickly.","CategoryPickerSheet provides the native category selection flow used by Finyk transaction/expense surfaces.","retested_passed","apps/mobile/src/modules/finyk/components/CategoryPickerSheet.tsx","mobile-unit","failed","ERR-MOBILE-FINYK-MONOMIRROR-WRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling mono mirror gate in TransactionsPage.test.tsx for UI-only category picker assertions; full Finyk mobile batch passed cleanly."
"MOB-FINYK-008","mobile","apps/mobile/src/modules/finyk/components/budgets/AddBudgetSheet.tsx","finyk-mobile:add-budget","Mobile add budget sheet","As a mobile finance user, I want an add-budget sheet so new limits, goals, or subscriptions can be created from budgeting.","AddBudgetSheet is part of the mobile budgets flow and opens budget creation UX.","retested_passed","apps/mobile/src/modules/finyk/components/budgets/AddBudgetSheet.tsx","mobile-unit","failed","ERR-MOBILE-FINYK-MONOMIRROR-WRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling mono mirror gate in BudgetsPage.test.tsx for UI-only add-budget assertions; full Finyk mobile batch passed cleanly."
"MOB-FINYK-009","mobile","apps/mobile/src/modules/finyk/components/budgets/LimitEditSheet.tsx","finyk-mobile:limit-budget-edit","Mobile limit budget edit","As a mobile finance user, I want to edit spending limits so category caps can be adjusted from the app.","LimitEditSheet owns limit budget editing behavior.","tested_passed","EditSheets.test.tsx covers limit amount submit close and delete callbacks","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FINYK-010","mobile","apps/mobile/src/modules/finyk/components/budgets/GoalEditSheet.tsx","finyk-mobile:goal-budget-edit","Mobile goal budget edit","As a mobile finance user, I want to edit savings goals so financial targets stay current.","GoalEditSheet owns goal budget editing behavior.","tested_passed","EditSheets.test.tsx covers goal target/saved submit close and delete callbacks","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FINYK-011","mobile","apps/mobile/src/modules/finyk/components/budgets/SubscriptionEditSheet.tsx","finyk-mobile:subscription-edit","Mobile subscription edit","As a mobile finance user, I want to edit subscriptions so recurring spend is tracked accurately.","SubscriptionEditSheet owns subscription editing behavior.","tested_passed","EditSheets.test.tsx covers subscription name/day submit close and delete callbacks","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FINYK-012","mobile","apps/mobile/src/modules/finyk/components/assets/ManualAssetSheet.tsx","finyk-mobile:manual-asset","Mobile manual asset sheet","As a mobile finance user, I want to add or edit assets so net worth can include manual holdings.","ManualAssetSheet owns manual asset creation/editing.","tested_passed","apps/mobile/src/modules/finyk/components/assets/ManualAssetSheet.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by AssetsPage sheet open and edit tests"
"MOB-FINYK-013","mobile","apps/mobile/src/modules/finyk/components/assets/DebtSheet.tsx","finyk-mobile:debt-sheet","Mobile debt sheet","As a mobile finance user, I want to track debts so liabilities are visible alongside assets.","DebtSheet owns native debt entry/edit behavior.","tested_passed","apps/mobile/src/modules/finyk/components/assets/DebtSheet.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by AssetsPage debt sheet tests"
"MOB-FINYK-014","mobile","apps/mobile/src/modules/finyk/components/assets/ReceivableSheet.tsx","finyk-mobile:receivable-sheet","Mobile receivable sheet","As a mobile finance user, I want to track receivables so money owed to me is included in assets.","ReceivableSheet owns native receivable entry/edit behavior.","tested_passed","apps/mobile/src/modules/finyk/components/assets/ReceivableSheet.tsx","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29","Covered by AssetsPage receivable sheet tests"
"WEB-NUTRITION-007","web","apps/web/src/modules/nutrition/NutritionApp.tsx","nutrition:photo-analysis","Nutrition photo analysis","As a nutrition user, I want photo-first meal analysis so a food image can populate a meal form.","NutritionApp wires PhotoAnalyzeCard actions, photo result handoff, save-to-log, and deterministic file picker follow-ups.","tested_passed","NutritionApp photo state, handleSaveToLog, pending open-photo-picker action","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"WEB-NUTRITION-008","web","apps/web/src/modules/nutrition/NutritionApp.tsx","nutrition:quick-chip-relog","Nutrition quick-chip relog","As a nutrition user, I want one-tap quick chips so repeated meals can be logged quickly with undo support.","handleQuickAddMealFromChip creates a Kyiv-time meal from chip macros, adds it to log, and offers undo.","tested_passed","NutritionApp handleQuickAddMealFromChip","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"WEB-NUTRITION-009","web","apps/web/src/modules/nutrition/NutritionApp.tsx","nutrition:pull-refresh","Nutrition pull to refresh","As a nutrition user, I want pull-to-refresh so cloud and query-backed nutrition data can be refreshed together.","PullToRefresh invalidates nutrition query keys and requests cloud pull; failures show retry toast.","tested_passed","NutritionApp PullToRefresh handlePullRefresh and handlePullRefreshError","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"MOB-NUTRITION-007","mobile","apps/mobile/src/modules/nutrition/components/AddMealSheet.tsx","nutrition-mobile:add-meal-sheet","Mobile add meal sheet","As a mobile nutrition user, I want a native add-meal sheet so meals can be added or edited with macros and source metadata.","AddMealSheet owns native meal form behavior and photo-related tests.","tested_passed","AddMealSheet.photo.test.tsx covers photo error handling and valid 200 fill step; photo mapping tests passed","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-NUTRITION-008","mobile","apps/mobile/src/modules/nutrition/components/DailyPlanCard.tsx","nutrition-mobile:daily-plan-card","Mobile daily plan card","As a mobile nutrition user, I want a daily plan card so generated plans can be reviewed and added to the log.","DailyPlanCard renders plan meals, macros, warnings, and has component tests.","retested_passed","DailyPlanCard.test.tsx covers goals warnings progress meal rows and reset behavior","mobile-unit","failed","ERR-MOBILE-NUTRITION-REANIMATED-RENDER-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling strict Reanimated logger in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-009","mobile","apps/mobile/src/modules/nutrition/pages/RecipeRecommender.tsx","nutrition-mobile:recipe-recommender","Mobile recipe recommender","As a mobile nutrition user, I want recipe recommendations so pantry items and preferences can become meal ideas.","RecipeRecommender owns recommendation UI and has focused tests.","retested_passed","RecipeRecommender.test.tsx covers recommendRecipes request rendering save add-to-log and 429 quota error","mobile-unit","failed","ERR-MOBILE-NUTRITION-REANIMATED-RENDER-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by disabling strict Reanimated logger in NutritionApp.test.tsx; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-010","mobile","apps/mobile/src/modules/nutrition/pages/SavedRecipesList.tsx","nutrition-mobile:saved-recipes","Mobile saved recipes","As a mobile nutrition user, I want saved recipes so I can revisit and reuse meals I liked.","SavedRecipesList routes to recipe detail/form and owns saved recipe list behavior.","retested_passed","recipeBookStore.test.ts covers saved recipe load get upsert remove and import behavior","mobile-unit","failed","ERR-MOBILE-NUTRITION-DUALWRITE-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by isolating NutritionApp dual-write boot side effects; full Nutrition mobile batch passed cleanly."
"MOB-NUTRITION-011","mobile","apps/mobile/src/modules/nutrition/components/NutritionBarcodeScanScreen.tsx","nutrition-mobile:barcode-scan-screen","Mobile barcode scan screen","As a mobile nutrition user, I want barcode scan results to apply to pantry or add-meal flow with clear fallback actions.","NutritionBarcodeScanScreen handles lookup, add-meal mode, back navigation, and return-to-nutrition actions.","tested_passed","NutritionBarcodeScanScreen.test.tsx covers denied camera settings recovery successful product preview navigation and add-meal prefill/back behavior","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"WEB-FIZRUK-007","web","apps/web/src/modules/fizruk/FizrukApp.tsx","fizruk:rest-timer-overlay","Fizruk rest timer overlay","As a fitness user, I want rest timer overlay to persist across Fizruk pages so workout rest timing is not lost while navigating.","RestTimerOverlayConnected renders above FizrukRouter inside RestTimerProvider so it survives page changes.","tested_passed","FizrukApp RestTimerProvider and RestTimerOverlayConnected","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"MOB-FIZRUK-005","mobile","apps/mobile/src/modules/fizruk/components/workouts/WorkoutActivePanel.tsx","fizruk-mobile:active-workout-panel","Mobile active workout panel","As a mobile fitness user, I want an active workout panel so current sets and workout state are visible during a session.","WorkoutActivePanel owns native active workout display and works with ActiveSetEditor/ActiveItemCard.","tested_passed","Workouts.test.tsx covers active workout state exercise add and set append through the active workout surface","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-006","mobile","apps/mobile/src/modules/fizruk/components/workouts/ActiveSetEditor.tsx","fizruk-mobile:active-set-editor","Mobile active set editor","As a mobile fitness user, I want to edit active sets so workout logging can capture reps, load, and progress accurately.","ActiveSetEditor owns native active-set editing behavior.","tested_passed","Workouts.test.tsx covers appending a set via the active-set editor","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-007","mobile","apps/mobile/src/modules/fizruk/components/templates/WorkoutTemplatesSheet.tsx","fizruk-mobile:workout-templates","Mobile workout templates","As a mobile fitness user, I want workout templates so repeat sessions can be started without rebuilding exercises each time.","WorkoutTemplatesSheet, WorkoutTemplateRow, and WorkoutTemplateEditor own template browsing/edit flows.","tested_passed","WorkoutTemplatesSheet.test.tsx covers empty state existing rows create edit delete start and closed-sheet behavior","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-008","mobile","apps/mobile/src/modules/fizruk/components/measurements/MeasurementEntryForm.tsx","fizruk-mobile:measurement-entry","Mobile measurement entry","As a mobile fitness user, I want to add body measurements so progress charts reflect current body data.","MeasurementEntryForm and MeasurementEntryList own measurement entry/edit display.","tested_passed","Measurements.test.tsx covers FAB form open create edit prepopulation remove and list ordering","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-FIZRUK-009","mobile","apps/mobile/src/modules/fizruk/components/exercise/ExerciseLoadCalculator.tsx","fizruk-mobile:exercise-load-calculator","Mobile exercise load calculator","As a mobile fitness user, I want exercise load calculation so I can choose weights from exercise detail context.","ExerciseLoadCalculator is part of the Exercise detail component cluster.","tested_passed","Exercise.test.tsx covers PR banner summary values load calculator and start-workout CTA","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"WEB-ROUTINE-005","web","apps/web/src/modules/routine/RoutineTimeline.tsx","routine:timeline-completion","Routine timeline completion","As a routine user, I want the timeline to show calendar data and habit actions so I can complete habits and review the day.","RoutineTimeline receives calendarData, calendarActions, pending state, main tab, routine state, and pull refresh callbacks.","tested_passed","RoutineApp -> RoutineTimeline props","playwright","passed","","not_started","not_started","sergeant-web-ui","2026-06-29","Covered by Playwright ledger browser smoke: pnpm --filter @sergeant/web exec playwright test --config playwright.ledger.config.ts --project chromium (49/49 passed); API mocked in browser, production preview build."
"MOB-ROUTINE-003","mobile","apps/mobile/src/modules/routine/pages/Habits/HabitForm.tsx","routine-mobile:habit-form","Mobile habit form","As a mobile routine user, I want a habit form so I can create or edit habit details and schedule rules.","HabitForm owns native habit form behavior and has tests.","tested_passed","HabitForm.test.tsx and HabitsPage.test.tsx cover validation create edit field population and active list rendering","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-ROUTINE-004","mobile","apps/mobile/src/modules/routine/pages/Habits/DraggableHabitList.tsx","routine-mobile:habit-reorder","Mobile habit reorder","As a mobile routine user, I want to reorder habits so the list matches my priorities.","DraggableHabitList owns drag/reorder behavior and has tests.","tested_passed","DraggableHabitList.test.tsx covers helper math accessibility fallback buttons downward and upward drag reorder","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-ROUTINE-005","mobile","apps/mobile/src/modules/routine/pages/Calendar/index.tsx","routine-mobile:calendar-page","Mobile routine calendar","As a mobile routine user, I want a calendar page so I can inspect daily and monthly habit completion.","Calendar index route owns month/week/day rendering with aggregates and tests.","retested_passed","Calendar.test.tsx and useCalendarAggregates.test.ts cover empty state segmented control seeded daily habit completion toggle and aggregates","mobile-unit","failed","ERR-MOBILE-ROUTINE-CALENDAR-RENDER-PHASE-UPDATE-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by deferring routine sqlite cache notifications outside saveRoutineState render-phase updates and no-oping sqliteReadGate fanout in Calendar/Habits UI tests; full Routine mobile batch passed cleanly."
"MOB-ROUTINE-006","mobile","apps/mobile/src/modules/routine/pages/Heatmap/HeatmapPage.tsx","routine-mobile:heatmap","Mobile routine heatmap","As a mobile routine user, I want a heatmap so long-term habit consistency is visible at a glance.","HeatmapPage owns native routine heatmap display and has tests.","tested_passed","HeatmapPage.test.tsx and HabitHeatmap.test.tsx cover empty states grid intensity buckets details selection and close behavior","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-HUB-005","mobile","apps/mobile/src/core/dashboard/DraggableDashboard.tsx","hub-mobile:dashboard-reorder","Mobile dashboard reorder","As a mobile user, I want to reorder dashboard modules so the hub matches my priorities.","DraggableDashboard owns drag/drop dashboard ordering behavior.","retested_passed","DraggableDashboard.test.tsx covers computeDropIndex row ordering arithmetic and module row open behavior","mobile-unit","failed","ERR-MOBILE-DASHBOARD-REORDER-ACT-WARNINGS-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by seeding dashboard_drag_coach_seen in DraggableDashboard.test.tsx; focused Jest retest passed without Animated act warning."
"MOB-HUB-006","mobile","apps/mobile/src/core/dashboard/FirstActionHeroCard.tsx","hub-mobile:first-action-hero","Mobile first action hero","As a new mobile user, I want a first-action hero so the app guides me toward a useful initial task.","FirstActionHeroCard owns preset/fallback CTA behavior that routes into module add flows.","retested_passed","FirstActionHeroCard.test.tsx covers primary resolution preset sheet dismiss analytics and goal-aware tie-break behavior","mobile-unit","failed","ERR-MOBILE-HUB-FIRST-ACTION-ANALYTICS-LOG-20260629","fixed","passed","sergeant-mobile-expo","2026-06-29","Fixed by mocking PresetStep analytics in FirstActionHeroCard.test.tsx; focused Jest retest passed without analytics console output."
"MOB-HUB-007","mobile","apps/mobile/src/core/hub/HubChatHistoryDrawer.tsx","hub-mobile:chat-history","Mobile chat history drawer","As a mobile chat user, I want chat history access so I can switch or resume prior assistant sessions.","HubChatHistoryDrawer owns history display for HubChat sessions.","tested_passed","HubChatHistoryDrawer.test.tsx covers empty state sorted session rows create select and delete actions","mobile-unit","passed","","not_started","not_started","sergeant-hubchat","2026-06-29",""
"MOB-HUB-008","mobile","apps/mobile/src/core/hub/search/InlineAiRail.tsx","hub-mobile:inline-ai-rail","Mobile inline AI rail","As a mobile search user, I want inline AI suggestions so search can hand off ambiguous intent without a full route change.","InlineAiRail provides the inline AI handoff surface used by hub search.","tested_passed","InlineAiRail.test.tsx covers idle success open-in-chat loading cancel and error retry states","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-SETTINGS-002","mobile","apps/mobile/src/core/settings/NotificationsSection.tsx","settings-mobile:notifications","Mobile notification settings","As a mobile user, I want notification settings so reminder and push preferences can be managed natively.","NotificationsSection owns native notification preference controls.","tested_passed","NotificationsSection.test.tsx covers collapsed and expanded states permissions open-settings shortcut and routine/nutrition persistence","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-SETTINGS-003","mobile","apps/mobile/src/core/settings/AIDigestSection.tsx","settings-mobile:ai-digest","Mobile AI digest settings","As a mobile user, I want AI digest settings so automated digest behavior can be configured.","AIDigestSection owns native AI digest controls.","tested_passed","AIDigestSection.test.tsx covers collapsed and expanded states monday-auto persistence and week-range formatting","mobile-unit","passed","","not_started","not_started","sergeant-mobile-expo","2026-06-29",""
"MOB-SETTINGS-004","mobile","apps/mobile/src/core/settings/AccountSection.tsx","settings-mobile:account","Mobile account settings","As a mobile user, I want account settings so sign-in/account lifecycle actions are available from settings.","AccountSection owns native account controls.","tested_passed","AccountSection.test.tsx covers sign-out cache clear and dev push-test action","mobile-unit","passed","","not_started","not_started","better-auth-best-practices","2026-06-29",""
"WEB-CHAT-002","web","apps/web/tests/smoke/hub-chat-live-smoke.spec.ts","/chat -> /api/chat","Live HubChat roundtrip","As a user, I want to send a message from /chat and receive a real assistant reply so the assistant is usable end-to-end.","Authenticated /chat accepts a typed prompt, POSTs to /api/chat, receives HTTP 200 from the real server and Anthropic path, records provider usage, and renders a new assistant reply.","retested_passed","Live Playwright smoke with Docker Postgres, server dev, web preview, and configured Anthropic key","playwright","failed","ERR-WEB-CHAT-LIVE-LEDGER-BUCKET-20260629","fixed","passed","sergeant-hubchat","2026-06-29","First live run exposed ai_usage_daily_bucket_format rejecting anthropic:claude-haiku-4-5-20251001 after migration 077; fixed by migration 078 and final @live-chat retest passed 2/2 with ai_usage_daily request_count=2."
